id,glottocode,preferred_name,level,iso639_3,parent_id,latitude,longitude,status,source_version
glotto:abin1243,abin1243,Abinomn,language,bsa,,-2.92281,138.891,active,5.3
glotto:abis1238,abis1238,Aewa,language,ash,,-1.284096,-75.084405,active,5.3
glotto:abkh1242,abkh1242,Abkhaz-Adyge,family,,,,,active,5.3
glotto:abun1252,abun1252,Abun,language,kgr,,-0.57073,132.416,active,5.3
glotto:adai1235,adai1235,Adai,language,xad,,31.6314,-92.0059,active,5.3
glotto:afro1255,afro1255,Afro-Asiatic,family,,,,,active,5.3
glotto:aika1237,aika1237,Aikanã,language,tba,,-12.6695,-60.5353,active,5.3
glotto:ainu1252,ainu1252,Ainu,family,,,,,active,5.3
glotto:algi1248,algi1248,Algic,family,,,,,active,5.3
glotto:alse1251,alse1251,Alsea-Yaquina,language,aes,,44.408,-123.94,active,5.3
glotto:amto1249,amto1249,Amto-Musan,family,,,,,active,5.3
glotto:anda1286,anda1286,Andaqui,language,ana,,2.74999,-76.0,active,5.3
glotto:ando1256,ando1256,Andoque,language,ano,,-0.53751,-72.0869,active,5.3
glotto:anem1249,anem1249,Anem,language,anz,,-5.54836,148.993,active,5.3
glotto:anga1289,anga1289,Angan,family,,,,,active,5.3
glotto:anim1240,anim1240,Anim,family,,,,,active,5.3
glotto:araf1243,araf1243,Arafundi,family,arf,,,,active,5.3
glotto:arau1255,arau1255,Araucanian,family,,,,,active,5.3
glotto:araw1281,araw1281,Arawakan,family,,,,,active,5.3
glotto:araw1282,araw1282,Arawan,family,,,,,active,5.3
glotto:arti1236,arti1236,Artificial Language,family,,,,,active,5.3
glotto:arut1244,arut1244,Arutani,language,atx,,4.0673594,-62.8676118,active,5.3
glotto:atac1235,atac1235,Atacame,language,,,0.834931,-79.778137,active,5.3
glotto:atak1252,atak1252,Atakapa,language,aqp,,30.9121,-93.0827,active,5.3
glotto:atha1245,atha1245,Athabaskan-Eyak-Tlingit,family,,,,,active,5.3
glotto:atla1278,atla1278,Atlantic-Congo,family,,,,,active,5.3
glotto:aust1305,aust1305,Austroasiatic,family,,,,,active,5.3
glotto:aust1307,aust1307,Austronesian,family,,,,,active,5.3
glotto:ayma1253,ayma1253,Aymaran,family,,,,,active,5.3
glotto:baib1250,baib1250,Baibai-Fas,family,,,,,active,5.3
glotto:bain1263,bain1263,Baining,family,,,,,active,5.3
glotto:bang1363,bang1363,Bangime,language,dba,,14.8116,-3.77092,active,5.3
glotto:barb1265,barb1265,Barbacoan,family,,,,,active,5.3
glotto:basq1248,basq1248,Basque,language,eus,,43.2787,-1.31622,active,5.3
glotto:bayo1259,bayo1259,Bayono-Awbono,family,,,,,active,5.3
glotto:beot1247,beot1247,Beothuk,language,bue,,48.0,-57.0,active,5.3
glotto:bert1248,bert1248,Berta,language,wti,,10.6474,34.7042,active,5.3
glotto:beto1236,beto1236,Betoi-Jirara,language,,,7.223906,-71.420238,active,5.3
glotto:bilu1245,bilu1245,Bilua,language,blb,,-7.92388,156.663,active,5.3
glotto:bira1253,bira1253,Ongota,language,bxe,,5.29807,37.025,active,5.3
glotto:boga1247,boga1247,Bogaya,language,boq,,-5.54487,142.255,active,5.3
glotto:book1242,book1242,Bookkeeping,family,,,,,active,5.3
glotto:bora1262,bora1262,Boran,family,,,,,active,5.3
glotto:bord1247,bord1247,Border,family,,,,,active,5.3
glotto:boro1281,boro1281,Bororoan,family,,,,,active,5.3
glotto:bosa1245,bosa1245,Bosavi,family,,,,,active,5.3
glotto:bula1259,bula1259,Bulaka River,family,,,,,active,5.3
glotto:buna1274,buna1274,Bunaban,family,,,,,active,5.3
glotto:burm1264,burm1264,Burmeso,language,bzu,,-2.47582,138.203,active,5.3
glotto:buru1296,buru1296,Burushaski,language,bsk,,36.2161,74.8236,active,5.3
glotto:cadd1255,cadd1255,Caddoan,family,,,,,active,5.3
glotto:cahu1265,cahu1265,Cahuapanan,family,,,,,active,5.3
glotto:cams1241,cams1241,Camsá,language,kbh,,1.14537,-76.8931,active,5.3
glotto:cand1248,cand1248,Candoshi-Shapra,language,cbu,,-4.23835,-76.9347,active,5.3
glotto:cani1243,cani1243,Canichana,language,caz,,-14.3058,-64.944455,active,5.3
glotto:cari1283,cari1283,Cariban,family,,,,,active,5.3
glotto:cayu1241,cayu1241,Cayuse,language,xcy,,46.1136,-117.94,active,5.3
glotto:cayu1262,cayu1262,Cayubaba,language,cyb,,-13.2482,-65.4822,active,5.3
glotto:cent2045,cent2045,Jalaa,language,cet,,9.59433,11.5853,active,5.3
glotto:cent2225,cent2225,Central Sudanic,family,,,,,active,5.3
glotto:chap1271,chap1271,Chapacuran,family,,,,,active,5.3
glotto:char1238,char1238,Charruan,family,,,,,active,5.3
glotto:chib1249,chib1249,Chibchan,family,,,,,active,5.3
glotto:chim1301,chim1301,Chimariko,language,cid,,41.0,-123.0,active,5.3
glotto:chim1311,chim1311,Chimakuan,family,,,47.632,-123.079,active,5.3
glotto:chin1490,chin1490,Chinookan,family,,,,,active,5.3
glotto:chiq1253,chiq1253,Chiquitano,family,,,,,active,5.3
glotto:chit1248,chit1248,Chitimacha,language,ctm,,30.3386,-90.9123,active,5.3
glotto:choc1280,choc1280,Chocoan,family,,,,,active,5.3
glotto:chon1248,chon1248,Chono,language,,,-44.298692,-73.879395,active,5.3
glotto:chon1288,chon1288,Chonan,family,,,,,active,5.3
glotto:chuk1271,chuk1271,Chukotko-Kamchatkan,family,,,,,active,5.3
glotto:chum1262,chum1262,Chumashan,family,,,,,active,5.3
glotto:coah1252,coah1252,Coahuilteco,language,xcw,,28.2589,-97.89,active,5.3
glotto:coch1271,coch1271,Cochimi-Yuman,family,,,,,active,5.3
glotto:cofa1242,cofa1242,Cofán,language,con,,0.276675,-77.0643,active,5.3
glotto:come1251,come1251,Comecrudan,language,xcm,,26.1333,-98.4667,active,5.3
glotto:coos1248,coos1248,Coosan,family,,,,,active,5.3
glotto:coto1248,coto1248,Cotoname,language,xcn,,25.9116,-97.3956,active,5.3
glotto:cuit1236,cuit1236,Cuitlatec,language,cuy,,18.1,-100.5,active,5.3
glotto:cull1235,cull1235,Culli,language,,,-7.878618,-78.116456,active,5.3
glotto:daga1274,daga1274,Dagan,family,,,,,active,5.3
glotto:daju1249,daju1249,Dajuic,family,,,,,active,5.3
glotto:dama1272,dama1272,Damal,language,uhn,,-4.17345,137.496,active,5.3
glotto:demm1245,demm1245,Dem,language,dem,,-3.72183,137.632,active,5.3
glotto:dibi1240,dibi1240,Dibiyaso,language,dby,,-7.82096,142.779,active,5.3
glotto:dizo1235,dizo1235,Dizoid,family,,,,,active,5.3
glotto:dogo1299,dogo1299,Dogon,family,,,,,active,5.3
glotto:doso1238,doso1238,Doso-Turumsa,family,,,,,active,5.3
glotto:drav1251,drav1251,Dravidian,family,,,,,active,5.3
glotto:duna1248,duna1248,Duna,language,duc,,-5.41439,142.475,active,5.3
glotto:east1459,east1459,East Bird's Head,family,,,,,active,5.3
glotto:east2374,east2374,Eastern Daly,family,,,,,active,5.3
glotto:east2386,east2386,Eastern Jebel,family,,,,,active,5.3
glotto:east2433,east2433,East Strickland,family,,,,,active,5.3
glotto:east2499,east2499,East Kutubu,family,,,,,active,5.3
glotto:east2503,east2503,Eastern Trans-Fly,family,,,,,active,5.3
glotto:elam1244,elam1244,Elamite,language,elx,,31.1833,48.2333,active,5.3
glotto:else1239,else1239,Elseng,language,mrf,,-3.00176,140.418,active,5.3
glotto:eski1264,eski1264,Eskimo-Aleut,family,,,,,active,5.3
glotto:esse1238,esse1238,Esselen,language,esq,,36.5473,-121.867,active,5.3
glotto:etru1241,etru1241,Etruscan,language,ett,,41.9,12.4833,active,5.3
glotto:fasu1242,fasu1242,Fasu,language,faa,,-6.62687,143.284,active,5.3
glotto:fuln1247,fuln1247,Fulniô,language,fun,,-9.02591,-37.1402,active,5.3
glotto:fura1235,fura1235,Furan,family,,,,,active,5.3
glotto:fuyu1242,fuyu1242,Fuyug,language,fuy,,-8.6371,147.312,active,5.3
glotto:gaga1251,gaga1251,Gaagudju,language,gbu,,-12.5176,132.643,active,5.3
glotto:garr1260,garr1260,Garrwan,family,gbc,,,,active,5.3
glotto:geel1240,geel1240,Geelvink Bay,family,,,,,active,5.3
glotto:giim1238,giim1238,Giimbiyu,family,,,,,active,5.3
glotto:gong1255,gong1255,Ta-Ne-Omotic,family,,,,,active,5.3
glotto:grea1241,grea1241,Great Andamanese,family,,,,,active,5.3
glotto:guac1239,guac1239,Guachi,language,,,-19.5572257,-57.5663223,active,5.3
glotto:guah1252,guah1252,Guahiboan,family,,,,,active,5.3
glotto:guai1237,guai1237,Guaicurian,language,,,24.1666666667,-110.3,active,5.3
glotto:guai1249,guai1249,Guaicuruan,family,,,,,active,5.3
glotto:guam1236,guam1236,Guamo,language,,,8.2351027,-67.4018753,active,5.3
glotto:guat1253,guat1253,Guató,language,gta,,-17.8696,-57.2897,active,5.3
glotto:gule1241,gule1241,Gule,language,gly,,11.8336,33.6929,active,5.3
glotto:gumu1250,gumu1250,Gumuz,family,,,,,active,5.3
glotto:gunw1250,gunw1250,Gunwinyguan,family,,,,,active,5.3
glotto:guri1248,guri1248,Muno,language,grx,,-3.5718,141.597,active,5.3
glotto:hadz1240,hadz1240,Hadza,language,hts,,-3.83115,35.0458,active,5.3
glotto:haid1248,haid1248,Haida,family,hai,,,,active,5.3
glotto:hara1260,hara1260,Harakmbut,family,,,,,active,5.3
glotto:hata1242,hata1242,Hatam-Mansim,family,,,,,active,5.3
glotto:hatt1246,hatt1246,Hattic,language,xht,,40.4,34.6,active,5.3
glotto:heib1242,heib1242,Heibanic,family,,,,,active,5.3
glotto:hibi1242,hibi1242,Hibito-Cholon,family,,,,,active,5.3
glotto:hmon1336,hmon1336,Hmong-Mien,family,,,,,active,5.3
glotto:hrus1242,hrus1242,Hruso,language,hru,,27.27,92.63,active,5.3
glotto:huar1251,huar1251,Huarpean,family,,,,,active,5.3
glotto:huav1256,huav1256,Huavean,family,,,,,active,5.3
glotto:huit1251,huit1251,Huitotoan,family,,,,,active,5.3
glotto:hurr1239,hurr1239,Hurro-Urartian,family,,,,,active,5.3
glotto:iber1250,iber1250,Iberian,language,xib,,40.624,0.212401,active,5.3
glotto:ijoi1239,ijoi1239,Ijoid,family,,,,,active,5.3
glotto:indo1319,indo1319,Indo-European,family,,,,,active,5.3
glotto:iran1263,iran1263,Irántxe-Münkü,language,irn,,-12.7178,-57.9806,active,5.3
glotto:iroq1247,iroq1247,Iroquoian,family,,,,,active,5.3
glotto:iton1250,iton1250,Itonama,language,ito,,-12.80431,-64.35748,active,5.3
glotto:iwai1246,iwai1246,Iwaidjan Proper,family,,,,,active,5.3
glotto:japo1237,japo1237,Japonic,family,,,,,active,5.3
glotto:jara1244,jara1244,Jarawa-Onge,family,,,,,active,5.3
glotto:jarr1235,jarr1235,Jarrakan,family,,,,,active,5.3
glotto:jica1245,jica1245,Jicaquean,family,,,,,active,5.3
glotto:jira1235,jira1235,Jirajaran,language,,,10.57,-69.7,active,5.3
glotto:jiva1245,jiva1245,Chicham,family,,,,,active,5.3
glotto:kadu1256,kadu1256,Kadugli-Krongo,family,,,,,active,5.3
glotto:kaki1249,kaki1249,Kaki Ae,language,tbd,,-7.9946,145.816,active,5.3
glotto:kaku1242,kaku1242,Kakua-Nukak,family,,,,,active,5.3
glotto:kala1402,kala1402,Kalapuyan,family,,,,,active,5.3
glotto:kama1371,kama1371,Kamakanan,family,,,,,active,5.3
glotto:kamu1264,kamu1264,Kamula-Elevala,family,,,,,active,5.3
glotto:kano1245,kano1245,Kanoê,language,kxo,,-12.1789,-64.5812,active,5.3
glotto:kapo1250,kapo1250,Kapori,language,khp,,-3.52696,139.766,active,5.3
glotto:kara1289,kara1289,Karankawa,language,zkk,,28.9082,-96.4856,active,5.3
glotto:kara1497,kara1497,Karami,language,xar,,-7.13333,143.117,active,5.3
glotto:kari1254,kari1254,Kariri,language,,,-7.434628,-40.487275,active,5.3
glotto:karo1304,karo1304,Karuk,language,kyh,,41.8228,-123.315,active,5.3
glotto:kart1248,kart1248,Kartvelian,family,,,,,active,5.3
glotto:katl1246,katl1246,Katla-Tima,family,,,,,active,5.3
glotto:katu1274,katu1274,Katukinan,family,,,,,active,5.3
glotto:kaur1274,kaur1274,Kaure-Kosare,family,,,,,active,5.3
glotto:kawe1237,kawe1237,Kawesqar,family,,,,,active,5.3
glotto:kaya1327,kaya1327,Kayagaric,family,,,,,active,5.3
glotto:kehu1238,kehu1238,Kehu,language,khh,,-3.19328,136.14,active,5.3
glotto:kena1236,kena1236,Kenaboi,language,xbn,,3.154162,102.01596,active,5.3
glotto:kera1258,kera1258,Keram,family,,,,,active,5.3
glotto:kere1287,kere1287,Keresan,family,,,,,active,5.3
glotto:khoe1240,khoe1240,Khoe-Kwadi,family,,,,,active,5.3
glotto:kibi1239,kibi1239,Kibiri,language,prm,,-7.45276,144.296,active,5.3
glotto:kimk1238,kimk1238,Kimki,language,sbt,,-4.2742,140.884,active,5.3
glotto:kiow1265,kiow1265,Kiowa-Tanoan,family,,,,,active,5.3
glotto:kiwa1251,kiwa1251,Kiwaian,family,,,,,active,5.3
glotto:klam1254,klam1254,Klamath-Modoc,language,kla,,42.5861,-121.704,active,5.3
glotto:koia1260,koia1260,Koiarian,family,,,,,active,5.3
glotto:kolo1268,kolo1268,Kolopom,family,,,,,active,5.3
glotto:kolp1236,kolp1236,Kol (Papua New Guinea),language,kol,,-5.21042,151.583,active,5.3
glotto:koma1264,koma1264,Koman,family,,,,,active,5.3
glotto:kond1302,kond1302,Konda-Yahadian,family,,,,,active,5.3
glotto:kore1284,kore1284,Koreanic,family,,,,,active,5.3
glotto:kres1240,kres1240,Kresh-Aja,family,,,,,active,5.3
glotto:krua1234,krua1234,Kru,family,,,,,active,5.3
glotto:kuja1239,kuja1239,Kujarge,language,vkj,,11.7473,22.1956,active,5.3
glotto:kuli1252,kuli1252,Kuliak,family,,,,,active,5.3
glotto:kuna1268,kuna1268,Kunama,language,kun,,14.5879,37.5292,active,5.3
glotto:kung1259,kung1259,Kungarakany,language,ggk,,-12.7,130.881,active,5.3
glotto:kuni1270,kuni1270,Kunimaipan,family,,,,,active,5.3
glotto:kunz1244,kunz1244,Kunza,language,kuz,,-23.0,-69.0,active,5.3
glotto:kuot1243,kuot1243,Kuot,language,kto,,-3.06952,151.537,active,5.3
glotto:kusu1250,kusu1250,Kusunda,language,kgg,,28.33,82.6,active,5.3
glotto:kute1249,kute1249,Kutenai,language,kut,,48.7892,-115.065,active,5.3
glotto:kwal1257,kwal1257,Kwalean,family,,,,,active,5.3
glotto:kwaz1243,kwaz1243,Kwaza,language,xwa,,-11.6667,-61.1833,active,5.3
glotto:kwer1242,kwer1242,Greater Kwerba,family,,,,,active,5.3
glotto:kwom1263,kwom1263,Kwomtari-Nai,family,,,,,active,5.3
glotto:kxaa1236,kxaa1236,Kxa,family,,,,,active,5.3
glotto:laal1242,laal1242,Laal,language,gdm,,10.0063,17.6143,active,5.3
glotto:lake1255,lake1255,Lakes Plain,family,,,,,active,5.3
glotto:lara1258,lara1258,Laragia,language,lrg,,-12.4111,130.922,active,5.3
glotto:lavu1241,lavu1241,Lavukaleve,language,lvk,,-9.05569,159.119,active,5.3
glotto:leco1242,leco1242,Leco,language,lec,,-15.0092,-67.8818,active,5.3
glotto:left1242,left1242,Left May,family,,,,,active,5.3
glotto:lenc1239,lenc1239,Lencan,family,len,,13.92775,-88.04223,active,5.3
glotto:leng1261,leng1261,Lengua-Mascoy,family,,,,,active,5.3
glotto:lepk1239,lepk1239,Lepki-Murkim-Kembra,family,,,,,active,5.3
glotto:limi1242,limi1242,Limilngan-Wulna,family,,,,,active,5.3
glotto:lowe1423,lowe1423,Lower Sepik,family,,,,,active,5.3
glotto:lule1238,lule1238,Lule,language,ule,,-25.221839,-61.887818,active,5.3
glotto:maba1274,maba1274,Maban,family,,,,,active,5.3
glotto:maid1262,maid1262,Maiduan,family,,,,,active,5.3
glotto:mail1249,mail1249,Mailuan,family,,,,,active,5.3
glotto:mair1253,mair1253,Mairasic,family,,,,,active,5.3
glotto:maku1246,maku1246,Máku,language,xak,,3.969231,-64.235892,active,5.3
glotto:mand1469,mand1469,Mande,family,,,,,active,5.3
glotto:mang1423,mang1423,Mangarrayi-Maran,family,,,,,active,5.3
glotto:mani1293,mani1293,Maningrida,family,,,,,active,5.3
glotto:manu1261,manu1261,Manubaran,family,,,,,active,5.3
glotto:maoo1243,maoo1243,Blue Nile Mao,family,,,,,active,5.3
glotto:mara1266,mara1266,Maratino,language,,,24.339089,-98.576661,active,5.3
glotto:marr1257,marr1257,Marrku-Wurrugu,family,,,,,active,5.3
glotto:mass1263,mass1263,Massep,language,mvs,,-1.74679,138.294,active,5.3
glotto:mata1275,mata1275,Matanawí,language,,,-8.84331,-61.41594,active,5.3
glotto:mata1289,mata1289,Mataguayan,family,,,,,active,5.3
glotto:mato1253,mato1253,Mato Grosso Arára,language,axg,,-9.172609,-60.628867,active,5.3
glotto:mawe1251,mawe1251,Mawes,language,mgk,,-2.36944,139.752,active,5.3
glotto:maya1287,maya1287,Mayan,family,,,,,active,5.3
glotto:mayb1237,mayb1237,Maybratic,family,,,,,active,5.3
glotto:mero1237,mero1237,Meroitic,language,xmr,,16.9333,33.7333,active,5.3
glotto:mimi1240,mimi1240,Mimi-Gaudefroy,language,,,13.827507,21.11324,active,5.3
glotto:mink1237,mink1237,Minkin,language,xxm,,-17.736653,139.541931,active,5.3
glotto:mirn1241,mirn1241,Mirndi,family,,,,,active,5.3
glotto:misu1242,misu1242,Misumalpan,family,,,,,active,5.3
glotto:miwo1274,miwo1274,Miwok-Costanoan,family,,,,,active,5.3
glotto:mixe1284,mixe1284,Mixe-Zoque,family,,,,,active,5.3
glotto:mixe1287,mixe1287,Mixed Language,family,,,,,active,5.3
glotto:moch1259,moch1259,Mochica,language,omc,,-8.01667,-79.0,active,5.3
glotto:mola1238,mola1238,Molale,language,mbe,,44.556,-122.857,active,5.3
glotto:molo1262,molo1262,Molof,language,msl,,-3.41946,140.557,active,5.3
glotto:momb1255,momb1255,Mombum-Koneraw,family,,,,,active,5.3
glotto:momu1241,momu1241,Momuna,language,mqf,,-5.04431,139.26,active,5.3
glotto:mong1349,mong1349,Mongolic-Khitan,family,,,,,active,5.3
glotto:monu1249,monu1249,Bogia,family,,,,,active,5.3
glotto:morb1239,morb1239,Mor (Bomberai Peninsula),language,moq,,-2.85747,132.845,active,5.3
glotto:more1255,more1255,Yam,family,,,,,active,5.3
glotto:moro1289,moro1289,Marori,language,mok,,-8.5692,140.688,active,5.3
glotto:mose1249,mose1249,Mosetén-Chimané,language,cas,,-14.64448,-67.83756,active,5.3
glotto:movi1243,movi1243,Movima,language,mzp,,-13.8115,-65.6348,active,5.3
glotto:mpur1239,mpur1239,Mpur,language,akc,,-0.7489,133.166,active,5.3
glotto:muni1258,muni1258,Muniche,language,myr,,-5.7441796,-76.426712,active,5.3
glotto:mure1235,mure1235,Mure,language,,,-13.636709,-62.2020909,active,5.3
glotto:musk1252,musk1252,Muskogean,family,,,,,active,5.3
glotto:nada1235,nada1235,Naduhup,family,,,,,active,5.3
glotto:nakh1245,nakh1245,Nakh-Daghestanian,family,,,,,active,5.3
glotto:namb1299,namb1299,Nambiquaran,family,,,,,active,5.3
glotto:naml1239,naml1239,Namla-Tofanma,family,,,,,active,5.3
glotto:nara1262,nara1262,Nara,language,nrb,,15.3251,37.499,active,5.3
glotto:narr1279,narr1279,Narrow Talodi,family,,,,,active,5.3
glotto:natc1249,natc1249,Natchez,language,ncz,,31.75,-91.33,active,5.3
glotto:nduu1242,nduu1242,Ndu,family,,,,,active,5.3
glotto:niha1238,niha1238,Nihali,language,nll,,21.1886,76.3318,active,5.3
glotto:nilo1247,nilo1247,Nilotic,family,,,,,active,5.3
glotto:nimb1257,nimb1257,Nimboranic,family,,,,,active,5.3
glotto:nivk1234,nivk1234,Nivkh,family,,,,,active,5.3
glotto:nort1442,nort1442,North-Eastern Tasmanian,family,,,,,active,5.3
glotto:nort1547,nort1547,Northern Daly,family,,,,,active,5.3
glotto:nort2923,nort2923,North Halmahera,family,,,,,active,5.3
glotto:nort2933,nort2933,North Bougainville,family,,,,,active,5.3
glotto:nubi1251,nubi1251,Nubian,family,,,,,active,5.3
glotto:nucl1580,nucl1580,Eleman,family,,,,,active,5.3
glotto:nucl1708,nucl1708,Nuclear Torricelli,family,,,,,active,5.3
glotto:nucl1709,nucl1709,Nuclear Trans New Guinea,family,,,,,active,5.3
glotto:nucl1710,nucl1710,Nuclear-Macro-Je,family,,,,,active,5.3
glotto:nyim1244,nyim1244,Nyimang,family,,,,,active,5.3
glotto:nyul1248,nyul1248,Nyulnyulan,family,,,,,active,5.3
glotto:odia1239,odia1239,Odiai,language,bhf,,-3.82276,141.336,active,5.3
glotto:omur1241,omur1241,Omurano,language,omu,,-4.09028,-76.01,active,5.3
glotto:otii1244,otii1244,Oti,language,oti,,-24.3153231,-50.5580261,active,5.3
glotto:otom1276,otom1276,Otomaco-Taparita,family,,,,,active,5.3
glotto:otom1299,otom1299,Otomanguean,family,,,,,active,5.3
glotto:oyst1235,oyst1235,Oyster Bay-Big River-Little Swanport,language,xpd,,-42.307378,147.50061,active,5.3
glotto:paez1247,paez1247,Páez,language,pbb,,2.61516,-76.31254,active,5.3
glotto:paho1240,paho1240,Pahoturi,family,,,,,active,5.3
glotto:pala1350,pala1350,Palaihnihan,family,,,,,active,5.3
glotto:pama1250,pama1250,Pama-Nyungan,family,,,,,active,5.3
glotto:pank1250,pank1250,Pankararú,language,paz,,-8.99999,-37.0167,active,5.3
glotto:pano1259,pano1259,Pano-Tacanan,family,,,,,active,5.3
glotto:papi1255,papi1255,Papi,language,ppe,,-4.4725,142.011,active,5.3
glotto:pauw1244,pauw1244,Pauwasi,family,,,,,active,5.3
glotto:pawa1255,pawa1255,Pawaia,language,pwa,,-6.88021,145.081,active,5.3
glotto:paya1236,paya1236,Payagua,language,,,-20.212233,-58.158622,active,5.3
glotto:peba1241,peba1241,Peba-Yagua,family,,,,,active,5.3
glotto:pele1245,pele1245,Pele-Ata,language,ata,,-5.58045,151.05,active,5.3
glotto:piaw1238,piaw1238,Piawi,family,,,,,active,5.3
glotto:pidg1258,pidg1258,Pidgin,family,,,,,active,5.3
glotto:pira1253,pira1253,Pirahã,language,myp,,-6.77713,-61.8167,active,5.3
glotto:pomo1273,pomo1273,Pomoan,family,,,,,active,5.3
glotto:puel1244,puel1244,Puelche,language,pue,,-42.223,-68.666,active,5.3
glotto:puin1248,puin1248,Puinave,language,pui,,3.92974,-67.6886,active,5.3
glotto:pume1238,pume1238,Pumé,language,yae,,7.10677,-67.5996,active,5.3
glotto:puqu1242,puqu1242,Puquina,language,puq,,-15.8992,-69.9611,active,5.3
glotto:pura1257,pura1257,Purari,language,iar,,-7.59133,145.036,active,5.3
glotto:puri1261,puri1261,Puri-Coroado,family,,,,,active,5.3
glotto:pyuu1245,pyuu1245,Pyu,language,pby,,-4.45003,141.018,active,5.3
glotto:quec1387,quec1387,Quechuan,family,,,,,active,5.3
glotto:rama1271,rama1271,Ramanos,language,,,-14.3019482,-67.3590894,active,5.3
glotto:ramu1234,ramu1234,Ramu,family,,,,,active,5.3
glotto:rash1249,rash1249,Rashad,family,,,,,active,5.3
glotto:saha1239,saha1239,Sahaptian,family,,,,,active,5.3
glotto:saha1256,saha1256,Saharan,family,,,,,active,5.3
glotto:sali1253,sali1253,Salinan,language,sln,,36.18753,-121.05221,active,5.3
glotto:sali1255,sali1255,Salishan,family,,,,,active,5.3
glotto:sali1297,sali1297,Saliban,family,,,,,active,5.3
glotto:sand1273,sand1273,Sandawe,language,sad,,-5.26918,35.4808,active,5.3
glotto:sape1238,sape1238,Sapé,language,spc,,4.0735661,-62.9666521,active,5.3
glotto:saus1247,saus1247,Sause,language,sao,,-3.16632,139.627,active,5.3
glotto:savo1255,savo1255,Savosavo,language,svs,,-9.12853,159.814,active,5.3
glotto:sech1236,sech1236,Sechuran,language,,,-5.568969,-80.828247,active,5.3
glotto:sena1264,sena1264,Senagi,family,,,,,active,5.3
glotto:sent1261,sent1261,Sentanic,family,,,,,active,5.3
glotto:sepi1257,sepi1257,Sepik,family,,,,,active,5.3
glotto:seri1257,seri1257,Seri,language,sei,,28.9877,-112.384,active,5.3
glotto:shab1252,shab1252,Shabo,language,sbf,,7.64407,35.223,active,5.3
glotto:shas1238,shas1238,Shastan,family,,,,,active,5.3
glotto:shom1245,shom1245,Shom Peng,language,sii,,7.02099,93.8064,active,5.3
glotto:siam1242,siam1242,Siamou,language,sif,,10.998,-4.92143,active,5.3
glotto:sign1238,sign1238,Sign Language,family,,,,,active,5.3
glotto:sino1245,sino1245,Sino-Tibetan,family,,,,,active,5.3
glotto:siou1252,siou1252,Siouan,family,,,,,active,5.3
glotto:sius1254,sius1254,Siuslaw,language,sis,,42.5111,-124.379,active,5.3
glotto:skoo1245,skoo1245,Sko,family,,,,,active,5.3
glotto:song1307,song1307,Songhay,family,,,,,active,5.3
glotto:sout1293,sout1293,South-Eastern Tasmanian,family,,,,,active,5.3
glotto:sout2772,sout2772,Southern Daly,family,,,,,active,5.3
glotto:sout2845,sout2845,South Omotic,family,,,,,active,5.3
glotto:sout2948,sout2948,South Bougainville,family,,,,,active,5.3
glotto:sout3418,sout3418,South Bird's Head,family,,,,,active,5.3
glotto:spee1234,spee1234,Speech Register,family,,,,,active,5.3
glotto:suar1238,suar1238,Asabano,language,seo,,-4.95072,141.978,active,5.3
glotto:suki1244,suki1244,Suki-Gogodala,family,,,,,active,5.3
glotto:sulk1246,sulk1246,Sulka,language,sua,,-5.03471,151.891,active,5.3
glotto:sume1241,sume1241,Sumerian,language,sux,,31.3,45.6667,active,5.3
glotto:surm1244,surm1244,Surmic,family,,,,,active,5.3
glotto:tabo1241,tabo1241,Tabo,language,knv,,-8.09387,143.305,active,5.3
glotto:taia1239,taia1239,Taiap,language,gpn,,-4.05047,144.506,active,5.3
glotto:taik1256,taik1256,Tai-Kadai,family,,,,,active,5.3
glotto:take1257,take1257,Takelma,language,tkm,,42.423,-123.452,active,5.3
glotto:tall1235,tall1235,Tallán,language,,,-5.330824,-80.651093,active,5.3
glotto:tama1329,tama1329,Tamaic,family,,,,,active,5.3
glotto:tamb1257,tamb1257,Tambora,language,xxt,,-8.25,118.0,active,5.3
glotto:tana1288,tana1288,Tanahmerah,language,tcm,,-2.5523,133.18,active,5.3
glotto:tang1340,tang1340,Tangkic,family,,,,,active,5.3
glotto:tara1323,tara1323,Tarascan,family,,,,,active,5.3
glotto:taru1236,taru1236,Taruma,language,tdm,,1.666,-58.653,active,5.3
glotto:taua1242,taua1242,Tauade,language,ttd,,-8.3486,147.094,active,5.3
glotto:taul1250,taul1250,Taulil-Butam,family,,,,,active,5.3
glotto:taus1253,taus1253,Taushiro,language,trr,,-3.22497,-75.5603,active,5.3
glotto:tebe1251,tebe1251,Teberan,family,,,,,active,5.3
glotto:tege1244,tege1244,Tegem,family,,,,,active,5.3
glotto:teme1251,teme1251,Temeinic,family,,,,,active,5.3
glotto:tequ1244,tequ1244,Tequistlatecan,family,,,,,active,5.3
glotto:ticu1244,ticu1244,Ticuna-Yuri,family,,,,,active,5.3
glotto:timo1237,timo1237,Timote-Cuica,language,,,8.848165,-70.975342,active,5.3
glotto:timo1261,timo1261,Timor-Alor-Pantar,family,,,,,active,5.3
glotto:timu1245,timu1245,Timucua,language,tjm,,30.3027,-82.3132,active,5.3
glotto:tini1245,tini1245,Tinigua,language,tit,,2.716,-73.768,active,5.3
glotto:tiwi1244,tiwi1244,Tiwi,language,tiw,,-11.6308,130.949,active,5.3
