id,glottocode,preferred_name,level,iso639_3,parent_id,latitude,longitude,status,source_version
glotto:east2367,east2367,Tabasaran-Aghul-Lezgi,family,,glotto:east2790,,,active,5.3
glotto:east2371,east2371,Eastern Xiangxi Miao,language,muq,glotto:nort2748,28.7318,109.756,active,5.3
glotto:east2378,east2378,Eastern Dhuwal-Dhuwala,family,,glotto:dhuw1248,,,active,5.3
glotto:east2389,east2389,Eastern Macina,dialect,,glotto:maas1239,,,active,5.3
glotto:east2398,east2398,Eastern Karaboro,language,xrb,glotto:kara1479,10.4987,-4.52253,active,5.3
glotto:east2401,east2401,East Ogonoid,family,,glotto:ogon1240,,,active,5.3
glotto:east2420,east2420,East Pokot,dialect,,glotto:poko1263,,,active,5.3
glotto:east2421,east2421,Eastern Jikany,dialect,,glotto:nuer1246,,,active,5.3
glotto:east2422,east2422,Eastern Nuer,dialect,,glotto:nuer1246,,,active,5.3
glotto:east2445,east2445,Tokalau Fijian,family,,glotto:cent2060,,,active,5.3
glotto:east2459,east2459,Eastern Admiralty Islands,family,,glotto:admi1239,,,active,5.3
glotto:east2477,east2477,Eastern Mansakan,family,,glotto:mans1261,,,active,5.3
glotto:east2498,east2498,Orok (Torricelli),dialect,,glotto:torr1259,,,active,5.3
glotto:east2505,east2505,East Urii,dialect,,glotto:urii1240,,,active,5.3
glotto:east2536,east2536,Eastern Shuswap,dialect,,glotto:shus1248,,,active,5.3
glotto:east2539,east2539,Eastern Naskapi,dialect,,glotto:nask1242,,,active,5.3
glotto:east2540,east2540,Eastern Montagnais,dialect,,glotto:mont1268,,,active,5.3
glotto:east2547,east2547,Eastern Central Sierra Miwok,dialect,,glotto:cent2140,,,active,5.3
glotto:east2553,east2553,East Waylla,dialect,,glotto:huay1241,,,active,5.3
glotto:east2554,east2554,Yanomam das Serras Central,dialect,,glotto:yano1262,,,active,5.3
glotto:east2571,east2571,Eastern-Southern Arhuacic,family,,glotto:arhu1241,,,active,5.3
glotto:east2643,east2643,Sumrayic,family,,glotto:east2775,,,active,5.3
glotto:east2649,east2649,Eastern Tera,family,,glotto:bium1275,,,active,5.3
glotto:east2721,east2721,East Chadic A.2 1,family,,glotto:east2645,,,active,5.3
glotto:east2722,east2722,East Chadic A.2 2,family,,glotto:east2645,,,active,5.3
glotto:east2723,east2723,Eastern Southwestern Apachean,family,,glotto:sout3151,,,active,5.3
glotto:east2755,east2755,East Borneo Malay,family,,glotto:nucl1806,,,active,5.3
glotto:east2757,east2757,Eastern Littoral Piru Bay,family,,glotto:east2752,,,active,5.3
glotto:east2767,east2767,East Sogeram,family,,glotto:soge1235,,,active,5.3
glotto:east2769,east2769,East Nuclear Subanen,family,,glotto:nucl1726,,,active,5.3
glotto:east2773,east2773,Eastern Newari,language,,glotto:newa1247,27.576985,86.033964,active,5.3
glotto:east2776,east2776,Eastern Angkuic,language,,glotto:angk1246,23.480856,101.357664,active,5.3
glotto:east2778,east2778,East-West-Central Manobo,family,,glotto:cent2255,,,active,5.3
glotto:east2779,east2779,Eastern Khumi Chin,language,cek,glotto:khom1240,21.3425,93.155,active,5.3
glotto:east2791,east2791,East Kipchak,family,,glotto:sout3396,,,active,5.3
glotto:east2803,east2803,Eastern Middle Atlas Berber,dialect,,glotto:tari1263,,,active,5.3
glotto:east2811,east2811,Eastern Even,dialect,,glotto:even1260,,,active,5.3
glotto:east2823,east2823,Eastern Klallam,dialect,,glotto:clal1241,,,active,5.3
glotto:east2845,east2845,Eastern Phla-Phera,family,,glotto:east2711,,,active,5.3
glotto:east2846,east2846,Eastern Evenki,dialect,,glotto:sibe1251,,,active,5.3
glotto:east2857,east2857,Eastern Chipewyan,dialect,,glotto:chip1261,,,active,5.3
glotto:east2873,east2873,Eastern Wangganguru,dialect,,glotto:wang1290,,,active,5.3
glotto:east2893,east2893,Eastern Chitral Kalasha,dialect,,glotto:kala1372,,,active,5.3
glotto:east2908,east2908,Eastern Tachawit,dialect,,glotto:tach1249,,,active,5.3
glotto:ecua1243,ecua1243,Ecuadorian Sign Language,language,ecs,glotto:west2886,-1.24999,-79.1666,active,5.3
glotto:ecua1247,ecua1247,Ecuadorian Siona,dialect,,glotto:seco1241,,,active,5.3
glotto:edek1238,edek1238,Edekiri,family,,glotto:yoru1244,,,active,5.3
glotto:edii1237,edii1237,Edi,dialect,,glotto:galo1243,,,active,5.3
glotto:efee1239,efee1239,Efe,language,efe,glotto:lese1245,1.8798,29.2918,active,5.3
glotto:efif1238,efif1238,Efifa,dialect,,glotto:akpe1248,,,active,5.3
glotto:eggo1240,eggo1240,Eggon-Ake,family,,glotto:jili1242,,,active,5.3
glotto:eini1234,eini1234,Eini,dialect,,glotto:kora1292,,,active,5.3
glotto:ekoi1237,ekoi1237,Ekoid-Mbe,family,,glotto:sout3152,,,active,5.3
glotto:elat1240,elat1240,Elat,dialect,,glotto:band1355,,,active,5.3
glotto:elii1237,elii1237,Eli,dialect,,glotto:band1355,,,active,5.3
glotto:elim1239,elim1239,Elimbari,dialect,,glotto:chua1250,,,active,5.3
glotto:elna1235,elna1235,El Nayar Cora,language,crn,glotto:cora1260,22.4099,-104.467,active,5.3
glotto:emab1235,emab1235,E'ma Buyang,language,yzg,glotto:nort2744,23.604572,106.030277,active,5.3
glotto:enaw1238,enaw1238,Enawené-Nawé,language,unk,glotto:pare1278,-12.4302,-58.9802,active,5.3
glotto:enku1238,enku1238,Enkun,dialect,,glotto:kach1280,,,active,5.3
glotto:ennn1243,ennn1243,En,language,enc,glotto:nort2744,22.8386,106.167,active,5.3
glotto:enre1240,enre1240,Enrekang-Maiwa,family,,glotto:nort2894,,,active,5.3
glotto:epig1241,epig1241,Epigraphic Mayan,language,emy,glotto:chol1287,18.993121,-88.768865,active,5.3
glotto:epme1234,epme1234,Ep-Meanha-Keyenganh,family,,glotto:kuku1276,,,active,5.3
glotto:erus1238,erus1238,Erúsú,dialect,,glotto:arig1246,,,active,5.3
glotto:eryu1239,eryu1239,Eryuan,dialect,,glotto:cent2004,26.0991374,99.9416161,active,5.3
glotto:esee1246,esee1246,Ese (Arigidi),dialect,,glotto:arig1246,,,active,5.3
glotto:esto1258,esto1258,Estonian,language,ekk,glotto:cent2329,58.55,25.82,active,5.3
glotto:esuk1238,esuk1238,Esuku,dialect,,glotto:akpe1248,,,active,5.3
glotto:etul1246,etul1246,Etulo-Idoma,family,,glotto:etul1244,,,active,5.3
glotto:ewei1234,ewei1234,Eweic,family,,glotto:west2802,,,active,5.3
glotto:fada1249,fada1249,Fada Ngurma,dialect,,glotto:west2454,,,active,5.3
glotto:fady1238,fady1238,Fadyut-Palmerin,dialect,,glotto:dyeg1238,,,active,5.3
glotto:faia1238,faia1238,Faia,dialect,,glotto:kiri1256,,,active,5.3
glotto:fala1246,fala1246,Falasha,dialect,,glotto:qima1242,,,active,5.3
glotto:fali1264,fali1264,Fali-Tinguelin,dialect,,glotto:sout2782,,,active,5.3
glotto:famm1241,famm1241,Fam,language,fam,glotto:unun9931,7.54277,10.505,active,5.3
glotto:fara1237,fara1237,Faranga,dialect,,glotto:kend1253,,,active,5.3
glotto:farw1240,farw1240,Far West Senari,dialect,,glotto:ceba1235,,,active,5.3
glotto:fere1244,fere1244,Fereydan,dialect,,glotto:east2870,,,active,5.3
glotto:fiji1246,fiji1246,Fiji Sign Language,language,,glotto:aust1310,-18.14167,178.44194,active,5.3
glotto:fiky1238,fiky1238,Fikyu,dialect,,glotto:kute1248,,,active,5.3
glotto:fili1245,fili1245,Filifita,dialect,,glotto:mufi1238,,,active,5.3
glotto:filo1235,filo1235,Filomeno Mata Totonac,language,tlp,glotto:lowl1271,20.1415,-97.5931,active,5.3
glotto:finn1320,finn1320,Finnmárku Saami,dialect,,glotto:nort2671,,,active,5.3
glotto:fino1238,fino1238,Finongan,language,fag,glotto:finu1234,-6.33005,146.629,active,5.3
glotto:flin1247,flin1247,Flinders Island,language,fln,glotto:flin1248,-14.1812,144.259,active,5.3
glotto:foda1238,foda1238,Fodonon,dialect,,glotto:ceba1235,,,active,5.3
glotto:fong1244,fong1244,Fongbeic,family,,glotto:east2711,,,active,5.3
glotto:fora1245,fora1245,Forak,language,frq,glotto:nucl1777,-5.69079,146.541,active,5.3
glotto:ford1242,ford1242,Fordata,language,frd,glotto:keif1237,-7.28902,131.511,active,5.3
glotto:fore1266,fore1266,Pur Nenets,dialect,,glotto:fore1274,,,active,5.3
glotto:fore1270,fore1270,Fore,language,for,glotto:fore1273,-6.64473,145.5065,active,5.3
glotto:fran1272,fran1272,Franciso León,dialect,,glotto:fran1266,,,active,5.3
glotto:fugu1238,fugu1238,Fu-Guang,dialect,,glotto:ganc1239,,,active,5.3
glotto:fula1267,fula1267,Fula Peta,dialect,,glotto:pula1262,,,active,5.3
glotto:fula1268,fula1268,Fulacunda,dialect,,glotto:pula1263,,,active,5.3
glotto:funi1234,funi1234,Funing,dialect,,glotto:mind1253,,,active,5.3
glotto:fuzh1239,fuzh1239,Houguan,dialect,,glotto:mind1253,26.08904,119.294243,active,5.3
glotto:fyer1240,fyer1240,Fyer-Tambas,family,,glotto:west2716,,,active,5.3
glotto:gaal1238,gaal1238,Gaalpu,dialect,,glotto:dhan1270,,,active,5.3
glotto:gabi1241,gabi1241,Gabiano,dialect,,glotto:niks1238,,,active,5.3
glotto:gabo1234,gabo1234,Gabogbo,language,gie,glotto:gueb1239,5.964761,-5.841819,active,5.3
glotto:gada1262,gada1262,Gadang,language,gdk,glotto:east2775,10.425,16.997,active,5.3
glotto:gadd1245,gadd1245,Gaddangic,family,,glotto:iban1268,,,active,5.3
glotto:gads1258,gads1258,Gadsup,language,gaj,glotto:gads1260,-6.31631,145.997,active,5.3
glotto:gaga1249,gaga1249,Gagauz,language,gag,glotto:west2406,44.59876,28.02769,active,5.3
glotto:gagu1242,gagu1242,Gban,language,ggu,glotto:beng1285,6.40859,-5.51851,active,5.3
glotto:gahr1239,gahr1239,Bunan,language,bfu,glotto:cent2311,32.2168,77.9596,active,5.3
glotto:gakv1239,gakv1239,Gakvarian-Gadirian,dialect,,glotto:cham1309,,,active,5.3
glotto:gama1260,gama1260,Gamale-Parbate,family,,glotto:kham1286,,,active,5.3
glotto:gamo1243,gamo1243,Gamo,language,gmv,glotto:dawr1235,6.27645,37.23808,active,5.3
glotto:gana1276,gana1276,Ganádi,dialect,,glotto:shua1254,,,active,5.3
glotto:gang1268,gang1268,Gangulu,language,gnl,glotto:east2716,-22.7637,149.416,active,5.3
glotto:gang1273,gang1273,Ganglau-Saep,family,,glotto:yaga1258,,,active,5.3
glotto:gaps1234,gaps1234,Gapshin-Butrin,dialect,,glotto:nort3280,,,active,5.3
glotto:gari1256,gari1256,Garifuna,language,cab,glotto:isla1279,15.3529,-86.9091,active,5.3
glotto:gars1234,gars1234,Gar Shilluk,dialect,,glotto:shil1265,,,active,5.3
glotto:garu1247,garu1247,Garuhic,family,,glotto:hans1243,,,active,5.3
glotto:gaur1240,gaur1240,Gaur Kristen,dialect,,glotto:teor1240,,,active,5.3
glotto:gauu1234,gauu1234,Gau,language,,glotto:gaui1234,27.66,105.6569,active,5.3
glotto:gavi1247,gavi1247,Gavião,dialect,,glotto:gavi1246,,,active,5.3
glotto:gawa1247,gawa1247,Gawar-Bati,language,gwt,glotto:gawa1246,35.1982,71.5428,active,5.3
glotto:gawi1240,gawi1240,Gawir,dialect,,glotto:hali1245,,,active,5.3
glotto:gbad1242,gbad1242,Gbadi,dialect,,glotto:gagn1235,,,active,5.3
glotto:gbag1256,gbag1256,Gbagyi-Gbari,family,,glotto:nupe1252,,,active,5.3
glotto:gban1259,gban1259,Gbanu-Manza-Ngbaka,family,,glotto:gbay1280,,,active,5.3
glotto:gbay1284,gbay1284,Gbaya Meridional,family,,glotto:gbay1282,,,active,5.3
glotto:gbin1239,gbin1239,Gbin,language,xgb,glotto:unun9970,8.020857,-2.811213,active,5.3
glotto:gbug1238,gbug1238,Gbugbla,dialect,,glotto:adan1247,,,active,5.3
glotto:gede1241,gede1241,Gedegede,dialect,,glotto:akpe1248,,,active,5.3
glotto:gela1265,gela1265,Gelaoic,family,,glotto:gaui1234,,,active,5.3
glotto:gend1248,gend1248,Gendok,dialect,,glotto:kelo1247,,,active,5.3
glotto:genn1243,genn1243,Gen,language,gej,glotto:west2802,6.25971,1.67727,active,5.3
glotto:gera1241,gera1241,Gerai,dialect,gef,glotto:mala1480,,,active,5.3
glotto:gese1241,gese1241,Geser-Gorom-Bati,family,,glotto:gese1239,,,active,5.3
glotto:ghan1235,ghan1235,Ghanaian Sign Language,language,gse,glotto:amer1258,5.55225,-0.30274,active,5.3
glotto:ghod1238,ghod1238,Godoberi,language,gdo,glotto:botl1243,42.7428,46.2252,active,5.3
glotto:ghol1238,ghol1238,Ghol,dialect,,glotto:sout2834,,,active,5.3
glotto:ghom1257,ghom1257,Ghomara,language,gho,glotto:nort3248,34.7979,-4.6696,active,5.3
glotto:giga1238,giga1238,Gigatl,dialect,,glotto:cham1309,,,active,5.3
glotto:gili1242,gili1242,Gilika,dialect,,glotto:kosa1249,,,active,5.3
glotto:gimi1243,gimi1243,Gimi (Eastern Highlands),language,gim,glotto:fore1273,-6.42097,145.214,active,5.3
glotto:gims1238,gims1238,Gimsbok Nama,dialect,,glotto:nama1264,,,active,5.3
glotto:gira1247,gira1247,Girawa,language,bbr,glotto:koko1271,-5.35342,145.423,active,5.3
glotto:giya1234,giya1234,Giya,language,,glotto:east2716,-20.40181798643,148.46292086792,active,5.3
glotto:gize1234,gize1234,Gizey,language,,glotto:masa1329,10.023278,15.269103,active,5.3
glotto:gizi1243,gizi1243,Giziga,family,,glotto:maro1246,,,active,5.3
glotto:glar1241,glar1241,Glaro-Twabo,language,glr,glotto:weea1234,5.23264,-7.50317,active,5.3
glotto:glib1238,glib1238,Glibe,dialect,,glotto:godi1239,,,active,5.3
glotto:godd1237,godd1237,Godda,dialect,,glotto:saur1249,,,active,5.3
glotto:gofa1235,gofa1235,Gofa,language,gof,glotto:dawr1235,6.57645,37.05,active,5.3
glotto:gohi1234,gohi1234,Gohing,dialect,,glotto:gwah1244,,,active,5.3
glotto:gokk1238,gokk1238,Gok,dialect,,glotto:sout2833,,,active,5.3
glotto:gola1244,gola1244,Golari,dialect,,glotto:telu1262,,,active,5.3
glotto:gola1254,gola1254,Golar (Austroasiatic),dialect,,glotto:bahn1262,,,active,5.3
glotto:goli1247,goli1247,Golin,language,gvf,glotto:goli1246,-6.2249,144.8505,active,5.3
glotto:golu1238,golu1238,Golumala,dialect,,glotto:dhan1270,,,active,5.3
glotto:gora1264,gora1264,Gora,dialect,,glotto:gwah1244,,,active,5.3
glotto:gora1269,gora1269,Goras,dialect,,glotto:erok1237,,,active,5.3
glotto:gorm1238,gorm1238,Gorminang,dialect,,glotto:yiry1245,,,active,5.3
glotto:goro1259,goro1259,Gorontalo,language,gor,glotto:goro1273,0.62689,122.288,active,5.3
glotto:gosi1242,gosi1242,Gosiute,dialect,,glotto:shos1248,,,active,5.3
glotto:goul1243,goul1243,Inland Bua,family,,glotto:adam1257,,,active,5.3
glotto:goun1238,goun1238,Goundo,language,goy,glotto:kimb1240,9.46683,16.255,active,5.3
glotto:gour1242,gour1242,Gourmantche,dialect,,glotto:west2454,,,active,5.3
glotto:grea1267,grea1267,Great Nicobar,dialect,,glotto:sout2689,,,active,5.3
glotto:grea1285,grea1285,Tamar,family,,glotto:east2719,,,active,5.3
glotto:grea1293,grea1293,Greater Dusunic,family,,glotto:sout3154,,,active,5.3
glotto:grea1294,grea1294,Greater Murutic,family,,glotto:sout3154,,,active,5.3
glotto:grea1295,grea1295,Greater Chuanqiandian,family,,glotto:west2803,,,active,5.3
glotto:greb1256,greb1256,Liberian Grebo,family,grb,glotto:greb1257,,,active,5.3
glotto:gros1243,gros1243,Gros Ventre,language,ats,glotto:arap1280,48.4834,-108.738,active,5.3
glotto:guad1241,guad1241,Guadalcanal-Nggelic,family,,glotto:sout2853,,,active,5.3
glotto:guan1269,guan1269,Kotiria,language,gvc,glotto:wana1272,1.07554,-69.5705,active,5.3
glotto:guar1294,guar1294,Guaru,dialect,,glotto:yucu1253,-0.25,-71.65,active,5.3
glotto:guaz1234,guaz1234,Guazapar,dialect,,glotto:lowl1265,27.357,-108.279,active,5.3
glotto:gube1234,gube1234,Gubeeher-Gufangor-Gubelor,language,,glotto:bain1264,12.526764,-16.352752,active,5.3
glotto:gude1247,gude1247,Gudeic,family,,glotto:bium1271,,,active,5.3
glotto:gudj1237,gudj1237,Gudjal,language,,glotto:nort2757,-19.44157406,144.6482584,active,5.3
glotto:gudu1250,gudu1250,Gudu,language,gdu,glotto:bium1271,10.1206,12.5359,active,5.3
glotto:gugi1238,gugi1238,Gugiko,dialect,,glotto:muku1242,,,active,5.3
glotto:gugu1254,gugu1254,Gugubera,language,kkp,glotto:dhaw1234,-15.4296,141.635,active,5.3
glotto:guib1247,guib1247,Guiberoua,dialect,,glotto:guib1246,,,active,5.3
glotto:guid1240,guid1240,Guidiville,dialect,,glotto:nort2966,,,active,5.3
glotto:guin1254,guin1254,Guinea Kpelle,language,gkp,glotto:kpel1252,7.93196,-8.98843,active,5.3
glotto:gula1266,gula1266,Gula (Central African Republic),language,kcm,glotto:ferg1237,9.49092,23.3805,active,5.3
glotto:guma1255,guma1255,Gumalu,language,gmu,glotto:gumm1240,-5.22189,145.618,active,5.3
glotto:gung1248,gung1248,Gungabula,language,gyf,glotto:sout2765,-25.6896,148.604,active,5.3
glotto:gunt1240,gunt1240,Guntur,dialect,,glotto:telu1262,,,active,5.3
glotto:gurd1238,gurd1238,Gurdjar,language,gdj,glotto:ribg1235,-17.1653,141.145,active,5.3
glotto:gure1255,gure1255,Gureng Gureng,language,gnr,glotto:east2717,-25.3893,151.175,active,5.3
glotto:guri1246,guri1246,Gurian,dialect,,glotto:sout3358,,,active,5.3
glotto:guri1252,guri1252,Gurindji Auxiliary Sign Language,dialect,,glotto:guri1253,,,active,5.3
glotto:guro1247,guro1247,Guro-Yaoure,family,,glotto:guro1246,,,active,5.3
glotto:guru1260,guru1260,Gurungic,family,,glotto:tama1367,,,active,5.3
glotto:gusa1246,gusa1246,Gusan,language,gsn,glotto:finu1234,-6.28998,146.679,active,5.3
glotto:guwa1243,guwa1243,Guwamu,language,gwu,glotto:sout2765,-27.8289,148.867,active,5.3
glotto:guya1249,guya1249,Guyani,language,gvy,glotto:nort2752,-29.7663,137.3943,active,5.3
glotto:guya1253,guya1253,Guyana Sign Language,language,,glotto:amer1258,6.795809,-58.151363,active,5.3
glotto:guya1254,guya1254,Guyanese Lokono,dialect,,glotto:araw1276,,,active,5.3
glotto:gwah1245,gwah1245,Gwahamere,dialect,,glotto:gwah1244,,,active,5.3
glotto:gwan1268,gwan1268,Gwandara,language,gwn,glotto:west2718,9.20464,7.49931,active,5.3
glotto:gwap1238,gwap1238,Dahating,dialect,,glotto:gwah1244,,,active,5.3
glotto:gwen1242,gwen1242,Pelasla,dialect,,glotto:vame1236,,,active,5.3
glotto:gwic1235,gwic1235,Gwich'in,language,gwi,glotto:gwic1236,67.4307,-142.963,active,5.3
glotto:gyak1238,gyak1238,Gyakan,dialect,,glotto:kwaa1262,,,active,5.3
glotto:gysi1234,gysi1234,Gysiqua,dialect,,glotto:kora1292,,,active,5.3
glotto:haaa1250,haaa1250,Ha'aang,dialect,,glotto:uppe1406,,,active,5.3
glotto:haav1238,haav1238,Haaviqinra-Oraura,dialect,,glotto:sout2943,,,active,5.3
glotto:habu1241,habu1241,Habu,language,hbu,glotto:cent2079,-8.76565,125.965,active,5.3
glotto:hadi1241,hadi1241,Hadiyya-Kambaata,family,,glotto:sida1247,,,active,5.3
glotto:hadr1235,hadr1235,Hadrami,language,xhd,glotto:sayh1236,15.528,47.603,active,5.3
glotto:haha1243,haha1243,Hahak,dialect,,glotto:galo1243,,,active,5.3
glotto:hail1247,hail1247,Hailu,dialect,,glotto:hakk1236,,,active,5.3
glotto:hail1248,hail1248,Urulyungui Khamnigan Evenki,dialect,,glotto:manc1253,,,active,5.3
glotto:hain1253,hain1253,Hainyaxo Bozo,language,bzx,glotto:bozo1252,13.8734,-5.65085,active,5.3
glotto:hain1254,hain1254,Hai||um,dialect,,glotto:haio1238,,,active,5.3
glotto:hait1245,hait1245,Haitian Sign Language,language,,glotto:amer1258,18.541,-72.285,active,5.3
glotto:haku1235,haku1235,Hakudate Sign Language,dialect,,glotto:osak1240,,,active,5.3
glotto:hala1252,hala1252,Halang,language,hal,glotto:jehh1246,14.7862,107.457,active,5.3
glotto:hala1253,hala1253,Halang Doan,language,hld,glotto:unun9941,14.9704,107.86,active,5.3
glotto:hale1239,hale1239,Halerman,dialect,,glotto:kelo1247,,,active,5.3
glotto:halh1238,halh1238,Halh Mongolian,language,khk,glotto:mong1331,48.32397,106.28874,active,5.3
glotto:hama1240,hama1240,Hamap,language,hmu,glotto:adan1252,-8.26749,124.522,active,5.3
glotto:hama1241,hama1241,Ham,language,,glotto:masa1329,9.951721,15.590037,active,5.3
glotto:hann1241,hann1241,Han,language,haa,glotto:gwic1236,64.5002,-140.352,active,5.3
glotto:hans1242,hans1242,Hansen River Warlpiri,dialect,,glotto:warl1254,,,active,5.3
glotto:hant1239,hant1239,Hantong',dialect,,glotto:lowe1395,,,active,5.3
glotto:hany1234,hany1234,Hanyuan Ersu,dialect,,glotto:ersu1241,,,active,5.3
glotto:hara1270,hara1270,Harari-East Gurage,family,,glotto:sout3078,,,active,5.3
glotto:hari1248,hari1248,Harigaya,dialect,,glotto:koch1250,,,active,5.3
glotto:haro1237,haro1237,Haroi,language,hro,glotto:cham1330,13.2201,108.995,active,5.3
glotto:hash1239,hash1239,Hasha-Sambe,family,,glotto:alum1250,,,active,5.3
glotto:hate1238,hate1238,Hateruma,dialect,,glotto:yaey1239,24.059,123.78,active,5.3
glotto:hato1238,hato1238,Hatoma,dialect,,glotto:yaey1239,,,active,5.3
glotto:haus1257,haus1257,Hausa,language,hau,glotto:west2718,11.1513,8.7804,active,5.3
glotto:haut1247,haut1247,Haut-Atlas,dialect,,glotto:tach1250,,,active,5.3
glotto:hava1249,hava1249,Havasupai,dialect,,glotto:hava1248,,,active,5.3
glotto:hdii1240,hdii1240,Hdi,language,xed,glotto:lama1287,10.942,13.6881,active,5.3
glotto:head1238,head1238,Nungon,dialect,,glotto:yaum1237,,,active,5.3
glotto:hede1234,hede1234,Hede-Ngide,family,,glotto:peve1244,,,active,5.3
glotto:hedo1238,hedo1238,Hedong,dialect,,glotto:tenn1245,,,active,5.3
glotto:heib1243,heib1243,Ebang,language,hbn,glotto:eban1242,11.2908,30.5282,active,5.3
glotto:hemi1234,hemi1234,Hernican,dialect,xhr,glotto:osca1245,,,active,5.3
glotto:heng1239,heng1239,Hengzhou,dialect,,glotto:xian1251,,,active,5.3
glotto:heqi1238,heqi1238,Heqing,dialect,,glotto:cent2004,26.5536208,100.1396921,active,5.3
glotto:hexi1238,hexi1238,Hexi,dialect,,glotto:tenn1245,,,active,5.3
glotto:hich1237,hich1237,Hichiku,dialect,,glotto:kyus1238,,,active,5.3
glotto:high1288,high1288,Highland Kenyah,family,,glotto:keny1280,,,active,5.3
glotto:high1289,high1289,High German,family,,glotto:west2793,,,active,5.3
glotto:high1292,high1292,South Sumatra Malay,family,,glotto:nucl1806,,,active,5.3
glotto:hill1257,hill1257,South Bastar Gondi-Koya,family,,glotto:sout3234,,,active,5.3
glotto:hinu1240,hinu1240,Hinuq,language,gin,glotto:west2429,42.4502,45.8064,active,5.3
glotto:hira1245,hira1245,Hiranpur,dialect,,glotto:saur1249,,,active,5.3
glotto:hkak1238,hkak1238,Hkaku,dialect,,glotto:kach1280,,,active,5.3
glotto:hoam1238,hoam1238,Hoamoal,family,,glotto:west2843,,,active,5.3
glotto:hoby1242,hoby1242,Hobyót,language,hoh,glotto:hoby1243,17.216,52.8334,active,5.3
glotto:hokk1249,hokk1249,Hokkaidō,dialect,,glotto:east2526,,,active,5.3
glotto:hoku1242,hoku1242,Hokuriku,dialect,,glotto:west2607,,,active,5.3
glotto:holi1241,holi1241,Holikachuk,language,hoi,glotto:koyu1238,62.7266,-159.831,active,5.3
glotto:homu1234,homu1234,Ho-Mundari,family,,glotto:mund1336,,,active,5.3
glotto:hond1239,hond1239,Honduras Sign Language,language,hds,glotto:cost1251,14.622,-87.224,active,5.3
glotto:honi1246,honi1246,Hōnichi,dialect,,glotto:kyus1238,,,active,5.3
glotto:hopl1239,hopl1239,Hopland,dialect,,glotto:cent2138,,,active,5.3
glotto:hora1237,hora1237,Horale,dialect,,glotto:nort2864,,,active,5.3
glotto:horo1248,horo1248,Horom-Fyem,family,,glotto:sout2800,,,active,5.3
glotto:hosa1234,hosa1234,Hosaena Ethiopian Sign Language,dialect,,glotto:ethi1238,,,active,5.3
glotto:hoti1237,hoti1237,Hoti of East Seram,language,hti,glotto:seti1249,-3.0083,130.168,active,5.3
glotto:hpon1238,hpon1238,Hpon,language,hpo,glotto:nort2720,24.4606,97.1142,active,5.3
glotto:hree1244,hree1244,Hre,language,hre,glotto:hres1237,14.6308,108.694,active,5.3
glotto:huai1241,huai1241,Huailas,dialect,,glotto:huay1240,,,active,5.3
glotto:huam1249,huam1249,Huamalíes,dialect,,glotto:huam1248,,,active,5.3
glotto:huar1256,huar1256,Huaraz,dialect,,glotto:huay1240,,,active,5.3
glotto:huas1257,huas1257,Huasteca Nahuatl,family,,glotto:east2720,,,active,5.3
glotto:huau1237,huau1237,Huaulu,language,hud,glotto:manu1263,-2.95835,129.202,active,5.3
glotto:huis1238,huis1238,Huishi (China),dialect,,glotto:tenn1245,,,active,5.3
glotto:huiz1242,huiz1242,Hui Chinese,language,czh,glotto:wuhu1234,29.7646,118.232,active,5.3
glotto:huiz1243,huiz1243,Huizhou,dialect,,glotto:hakk1236,,,active,5.3
glotto:huku1237,huku1237,Hukumina,language,huw,glotto:buru1322,-3.274,126.194,active,5.3
glotto:hung1263,hung1263,Hungarian Sign Language,language,hsh,glotto:nucl1839,47.49236,19.052084,active,5.3
glotto:hunt1235,hunt1235,Hunter-Hastings,family,,glotto:kuri1270,,,active,5.3
glotto:hunz1247,hunz1247,Hunzib,language,huz,glotto:east2368,42.0808,46.1369,active,5.3
glotto:huon1247,huon1247,Huon Tip,family,,glotto:tran1296,,,active,5.3
glotto:hupa1239,hupa1239,Hupa-Chilula,language,hup,glotto:cali1245,41.0982,-123.68,active,5.3
glotto:hupl1238,hupl1238,Hupla,language,hap,glotto:sout3374,-4.36349,139.164,active,5.3
glotto:huro1249,huro1249,Lorette Huron,dialect,,glotto:wend1234,,,active,5.3
glotto:hurz1243,hurz1243,Hurzo,dialect,,glotto:vame1236,,,active,5.3
glotto:huzh1238,huzh1238,Mongghul,language,mjg,glotto:tuuu1240,36.84174,101.95904,active,5.3
glotto:hwar1238,hwar1238,Qwara,dialect,,glotto:qima1242,,,active,5.3
glotto:hwee1238,hwee1238,Hwe,dialect,,glotto:ajab1235,,,active,5.3
glotto:hyaa1239,hyaa1239,Hya,language,hya,glotto:higi1241,10.4814,13.526,active,5.3
glotto:iban1261,iban1261,Ibani,language,iby,glotto:kaki1246,4.49119,7.23558,active,5.3
glotto:iban1267,iban1267,Ibanag,language,ibg,glotto:iban1268,17.4201,121.891,active,5.3
glotto:iban1269,iban1269,Iban-Mualang-Seberuang,family,,glotto:iban1263,,,active,5.3
glotto:ibar1241,ibar1241,Ibaram,dialect,,glotto:akpe1248,,,active,5.3
glotto:icel1236,icel1236,Icelandic Sign Language,language,icl,glotto:dani1289,64.1731,-20.2731,active,5.3
glotto:idaa1241,idaa1241,Ida'an,language,dbj,glotto:nort3172,5.29059,118.515,active,5.3
